Մակնիշ,Մոդել,Գին(դրամ),Տարի,Վազքը,Մոդիֆիկացիան,Թափքը,Փոխանցման տուփը,Ղեկը,Շարժիչը,Գույնը,Սրահի գույնը,Շարժիչի ծավալը,Ձիաուժը,Մխոցների քանակը,Քարշակը,Դռների քանակը,Անվահեծերը,Մոտոժամը,"Բեռնատարողությունը, կգ / տ",Տեղադրված է
Toyota,Vitz ,2304000,2010,86000  կմ ,1.3,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,03.01.2021
Land Rover,Range Rover Sport ,7680000,2008,130000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
BMW,528 ,4320000,2008,220000  կմ ,BMW 528 xi 2008-2007,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Այլ / Other,Այլ/Օther ,Պայ,1980,100  կմ ,Zil 131 benzatar,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Կանաչ,,,,,,,,,,03.01.2021
Mercedes-Benz,B 200 ,2784000,2008,137000  կմ ,,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Nissan,X-Trail ,3552000,2008,120000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Nissan,Tiida ,1872000,2007,120000  կմ ,,Հետչբեք,Վարիատոր,Ձախ,Բենզին,Կապույտ,,,,,,,,,,03.01.2021
Nissan,Tiida ,1728000,2007,123456  կմ ,,Հետչբեք,Վարիատոր,Աջ,Գազ,Սև,,,,,,,,,,03.01.2021
Hyundai,Elantra ,6144000,2017,42000  կմ ,Elantra Full,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.0,147,4,Առջևի,4,"17""",,,03.01.2021
Toyota,4-Runner ,Պայ,2000,10  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Բեժ,,,,,,,,,,03.01.2021
Mercedes-Benz,C 300 ,13440000,2016,56000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Mercedes-Benz,GL 450 ,7152000,2008,192000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Nissan,Tiida ,2256000,2008,115000  կմ ,1.5 mator,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Nissan,X-Trail ,3792000,2006,136000  կմ ,2.0L,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Mitsubishi,Airtrek ,2208000,2003,115000  կմ ,2.0 prastoy mator,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Mercedes-Benz,C 180 ,1920000,1999,205000  կմ ,"1,8",Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Կապույտ,1.8,122,4,Ետևի,4,"16""",,,03.01.2021
Nissan,X-Trail ,3168000,2006,130  կմ ,2.0L,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Kia,Sorento ,2208000,2005,126000  կմ ,3.5 doch,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,3.5,193,6,Լիաքարշակ,4,"16""",,,03.01.2021
GAZ,21 Волга ,1920000,1964,81000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Երկնագույն,,,,,,,,,,03.01.2021
Lexus,RX 350 ,13440000,2015,99000  կմ ,F SPORT,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Կարմիր,3.5,,6,Լիաքարշակ,5,"19""",,,03.01.2021
Mercedes-Benz,CLS 55 AMG ,15360000,2014,55000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,4.7,408,,,5,"19""",,,03.01.2021
Dodge,Grand Caravan ,3120000,2010,30000  մղոն ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Մոխրագույն,3.3,,6,Առջևի,5,,,,03.01.2021
Kia,Sorento ,4944000,2011,85000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Mercedes-Benz,C 200 ,2304000,2002,200  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,Մոխրագույն,2.0,125,4,Ետևի,4,,,,03.01.2021
Mercedes-Benz,S 350 ,6720000,2005,130000  կմ ,S350 (S65AMG) Japan,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Toyota,Sienna ,4080000,2009,140000  մղոն ,Sienna 3.5,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Toyota,Sienna ,3696000,2006,145000  մղոն ,Sienna Le,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Mitsubishi,Galant ,720000,1997,222777  կմ ,1.8 GDI,Սեդան,Ավտոմատ,Աջ,Գազ,Կանաչ,Մոխրագույն,1.8,127,4,Առջևի,4,"15""",,,03.01.2021
Chevrolet,Niva ,1824000,2003,22000  կմ ,Lavna,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Mercedes-Benz,ML 350 ,3168000,2004,150000  կմ ,Special edetion,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,03.01.2021
Infiniti,QX4 ,2400000,2001,190000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,03.01.2021
Honda,Odyssey ,2160000,2006,170000  մղոն ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
BMW,428 ,8880000,2015,71000  կմ ,Anteri vichak,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.0,245,4,Լիաքարշակ,4,"19""",,,03.01.2021
Nissan,Tiida ,2304000,2010,75000  կմ ,Axis,Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
BMW,X5 ,13920000,2014,115000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Toyota,Altezza ,1632000,2002,260000  կմ ,,Սեդան,Ավտոմատ,Աջ,Գազ,Սպիտակ,,,,,,,,,,03.01.2021
Opel,Astra ,1200000,1998,200000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Mazda,6 ,6816000,2016,55000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Nissan,Xterra ,5040000,2012,105000  կմ ,4.0L 2X2,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,,,,,,,,,,03.01.2021
Mercedes-Benz,S 320 ,4488000,1997,114350  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Ոսկեգույն,,,,,,,,,,03.01.2021
Opel,Astra ,1680000,1999,215000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Toyota,Camry ,4080000,2011,94000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Բեժ ,2.5,180,4,Առջևի,,,,,03.01.2021
Mercedes-Benz,320 ,2016000,1997,170000  կմ ,E320,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Nissan,X-Trail ,3024000,2004,180  կմ ,2.0,Ամենագնաց,Ավտոմատ,Աջ,Գազ,Սպիտակ,Այլ գույն,2.0,150,4,Լիաքարշակ,4,"30""",,,03.01.2021
Toyota,Prius ,4080000,2011,153000  կմ ,,Հետչբեք,Վարիատոր,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,03.01.2021
BMW,750 ,Պայ,2010,160000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
BMW,528 ,5664000,2011,94  կմ ,BMW 528i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,03.01.2021
Mercedes-Benz,C 180 ,2544000,1995,238000  կմ ,Classic,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,1.8,122,4,Ետևի,4,,,,03.01.2021
BMW,328 ,2880000,2007,240000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,2.8,,,,,,,,03.01.2021
Chevrolet,Volt ,4272000,2011,222222  կմ ,,Հետչբեք,Ավտոմատ,Ձախ,Էլեկտրական,Այլ գույն,Սև,1.4,151,4,Առջևի,5,"17""",,,03.01.2021
Nissan,Tiida ,1776000,2008,120000  կմ ,1.5,Հետչբեք,Վարիատոր,Աջ,Գազ,Սև,,,,,,,,,,03.01.2021
Toyota,Corolla ,7200000,2017,85000  կմ ,1.6,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,03.01.2021
Lexus,LS 460 ,6240000,2007,108000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,03.01.2021
Mercedes-Benz,S 550 ,8592000,2010,92500  մղոն ,RESTYLING AMG,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,5.5,388,8,Ետևի,4,"19""",,,03.01.2021
Lexus,RX 330 ,4560000,2006,200000  կմ ,FULL  2006-2007T  4WD,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Այլ գույն,Սև,3.3,,,Լիաքարշակ,,,,,03.01.2021
Mini,Countryman ,8880000,2016,28000  կմ ,"1.6 S, 4 ALL",Հետչբեք,Ավտոմատ,Ձախ,Բենզին,Կարմիր,Սև,1.6,187,4,Լիաքարշակ,5,"17""",,,03.01.2021
Chevrolet,Lanos ,768000,2006,200000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Ոսկեգույն,,,,,,,,,,03.01.2021
Niva,2121 ,600000,1987,222222  կմ ,,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,,,,,,,,,03.01.2021
Lexus,RX 300 ,2928000,2000,284000  կմ ,,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Բեժ ,3.0,201,6,Առջևի,5,"16""",,,03.01.2021
Mitsubishi,Grandis ,Պայ,2006,1000  կմ ,2006,Մինիվեն /  Միկրոավտոբուս,Վարիատոր,Աջ,Գազ,Սպիտակ,Սև,2.4,1111,4,,5,"16""",,,03.01.2021
Toyota,Camry ,3456000,2010,166000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Ոսկեգույն,,,,,,,,,,02.01.2021
Toyota,Camry ,7680000,2012,105000  կմ ,Full 2.5,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Սև,2.5,,,Առջևի,,,,,02.01.2021
Niva,2121 ,2352000,2008,113000  կմ ,Chgitem et incha,Կուպե,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,02.01.2021
Honda,Accord ,3408000,2008,135000  կմ ,"Honda Accord 2,4",Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,02.01.2021
BMW,328 ,4464000,2011,124000  կմ ,,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,02.01.2021
Toyota,Camry ,5520000,2014,70000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,2.5,178,,Առջևի,,"18""",,,02.01.2021
Nissan,X-Trail ,1440000,2001,120000  կմ ,,Ամենագնաց,Ավտոմատ,Աջ,Գազ,Սպիտակ,Մոխրագույն,2.0,110,4,,5,"17""",,,02.01.2021
Mercedes-Benz,E 500 ,3312000,2006,128000  մղոն ,E500  4Matik,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,5.0,,,,,,,,02.01.2021
Ford,Fusion ,3744000,2014,90860  մղոն ,2.5se,Սեդան,Ավտոմատ,Ձախ,Գազ,Մոխրագույն,Բեժ ,2.5,178,6,Առջևի,5,,,,02.01.2021
Mercedes-Benz,S 550 ,7200000,2008,165  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,02.01.2021
Opel,Astra ,1680000,2001,180000  կմ ,,Հետչբեք,Մեխանիկական,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,02.01.2021
Nissan,X-Trail ,2880000,2006,90000  կմ ,4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.0,150,4,Լիաքարշակ,4,"16""",,,02.01.2021
Lexus,RX 300 ,2640000,2000,190000  կմ ,Krasover,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,02.01.2021
Mercedes-Benz,ML 350 ,3888000,2006,220000  կմ ,"3,5",Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,02.01.2021
Nissan,Tiida ,2016000,2009,75000  կմ ,,Հետչբեք,Վարիատոր,Փոխված աջից ձախ,Բենզին,Սև,,,,,,,,,,02.01.2021
Nissan,Tiida ,2160000,2009,138000  կմ ,AXIS ANTERI MEQENA,Հետչբեք,Ավտոմատ,Աջ,Բենզին,Սև,Սև,1.5,109,4,Առջևի,4,"15""",,,02.01.2021
VAZ(Lada),2121 ,3264000,2016,80000  կմ ,,Կուպե,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,02.01.2021
Ford,Mustang ,5760000,2017,34000  կմ ,Kgnem 2017-2020T.,Կուպե,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,02.01.2021
Toyota,Sienna ,6672000,2014,96800  մղոն ,3.5 LE,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,02.01.2021
Mercedes-Benz,350 ,3840000,2007,220000  կմ ,Zubil restayl shat shtap,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,02.01.2021
Toyota,Alphard ,3312000,2004,180000  կմ ,"3.0,  4×4",Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Աջ,Բենզին,Մոխրագույն,,,,,,,,,,02.01.2021
Mercedes-Benz,G 55 AMG ,Պայ,2005,135000  կմ ,EVROPAKAN 6.3 HAVAQAC 2019 TIV,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,Այլ գույն,5.5,476,8,,5,"20""",,,02.01.2021
Opel,Zafira ,2256000,2005,224000  կմ ,direct 2.2,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,,,,,,,,,,02.01.2021
Volkswagen,Passat ,4704000,2011,180000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,02.01.2021
Hyundai,Sonata ,3840000,2013,920000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Սև,2.0,150,6,Առջևի,4,"15""",,,02.01.2021
Hyundai,Այլ/Օther ,Պայ,2012,11000  կմ ,Robex 360 LC 7 A,Ամենագնաց,Ավտոմատ,Ձախ,Դիզել,Դեղին,,,,,,,,,,02.01.2021
Hyundai,Sonata ,4080000,2013,70000  մղոն ,2.4GDI,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,02.01.2021
Infiniti,JX35 ,8400000,2013,115000  կմ ,EUROPAKAN,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,Սև,3.5,265,6,Լիաքարշակ,5,"20""",,,02.01.2021
Infiniti,QX60 ,8400000,2013,115000  կմ ,EUROPAKAN,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Երկնագույն,Սև,3.5,265,6,Լիաքարշակ,5,"20""",,,02.01.2021
Lexus,IS 250 ,6240000,2012,86100  մղոն ,2.5 F SPORT,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,02.01.2021
Mercedes-Benz,C 280 ,2400000,1999,150000  մղոն ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,02.01.2021
Opel,Zafira ,1920000,1999,268  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,02.01.2021
Kia,Sorento ,3696000,2008,100000  մղոն ,3.3L 4x4,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,,,,,,,,,,02.01.2021
Volkswagen,Touareg ,26400000,2004,200000  կմ ,4.2 sport,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,Կարմիր,4.2,310,8,Լիաքարշակ,5,"18""",,,02.01.2021
BMW,335 ,1968000,2003,171000  մղոն ,,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,02.01.2021
BMW,X5 ,6288000,2008,171000  կմ ,4.8,Ունիվերսալ,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,02.01.2021
Opel,Zafira ,2016000,2003,150000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Գազ,Մոխրագույն,Սև,1.8,,4,Ետևի,5,"16""",,,02.01.2021
Toyota,Camry ,4080000,2011,170000  կմ ,RESTAYLING,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,,,,,,,,,,02.01.2021
Opel,Zafira ,2050000,2000,250000  կմ ,1.8,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,Կապույտ,1.8,125,,Առջևի,,"15""",,,02.01.2021
Mercedes-Benz,320 ,Պայ,2004,250000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,02.01.2021
Opel,Zafira ,1728000,2002,190000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Կապույտ,,,,,,,,,,02.01.2021
Toyota,Camry ,3312000,2008,300000  կմ ,2.4,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Մոխրագույն,2.4,158,4,Առջևի,5,"16""",,,02.01.2021
Niva,4x4 Urban ,3216000,2015,43000  կմ ,idyalakan vijak 2015,Ամենագնաց,Մեխանիկական,Ձախ,Բենզին,Սպիտակ,Մոխրագույն,1.8,83,4,Լիաքարշակ,2,"16""",,,02.01.2021
Ford,Transit ,1200000,1986,12500  կմ ,,,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,2.0,115,,,,,,3200,02.01.2021
Mercedes-Benz,Viano ,Պայ,2010,168000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Դիզել,Բեժ,Մոխրագույն,2.2,,,Ետևի,,"17""",,,02.01.2021
Mercedes-Benz,E 320 ,4032000,2003,158000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Սև,3.2,224,6,Ետևի,5,"17""",,,02.01.2021
Mercedes-Benz,Viano ,Պայ,2008,92000  կմ ,,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Մոխրագույն,3.5,,6,Ետևի,5,"17""",,,02.01.2021
Mercedes-Benz,Viano ,Պայ,2007,197000  կմ ,EXTRA LONG,Մինիվեն /  Միկրոավտոբուս,Մեխանիկական,Ձախ,Դիզել,Արծաթագույն,Սև,2.2,,,Ետևի,,"16""",,,02.01.2021
Mitsubishi,Grandis ,2976000,2005,112000  կմ ,Sport Gear,Մինիվեն /  Միկրոավտոբուս,Ավտոմատ,Ձախ,Բենզին,Սմբկագույն,Սև,2.4,,4,Առջևի,5,"16""",,,02.01.2021
Niva,2121 ,3072000,2014,109000  կմ ,,Ամենագնաց,Մեխանիկական,Ձախ,Գազ,Սպիտակ,,,,,,,,,,02.01.2021
Mercedes-Benz,E 320 ,Պայ,1998,170000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,02.01.2021
Mercedes-Benz,GLS 500 ,Պայ,2018,21000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,02.01.2021
Hyundai,Elantra ,Պայ,2012,176000  մղոն ,1.8L   148 Dziauj,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,02.01.2021
BMW,X5 ,4272000,2006,170000  մղոն ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Սև,3.0,231,,Լիաքարշակ,,,,,02.01.2021
Lexus,GX 470 ,8640000,2005,158000  մղոն ,Qarfax@ maqur,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,4.7,263,8,Լիաքարշակ,5,"18""",,,02.01.2021
Mercedes-Benz,E 200 ,2640000,2000,189000  կմ ,2.0,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,02.01.2021
Mercedes-Benz,B 170 ,2496000,2006,120000  կմ ,sport,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Սև,,1.7,116,,Առջևի,,"15""",,,02.01.2021
BMW,X5 ,4416000,2005,201000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,4.4,320,8,Լիաքարշակ,4,"19""",,,02.01.2021
Land Rover,Range Rover ,6192000,2008,220000  կմ ,Lav vijakum e,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,02.01.2021
Mercedes-Benz,CLK 320 ,1608000,1999,300000  կմ ,,Կուպե,Ավտոմատ,Ձախ,Գազ,Կապույտ,Սև,3.2,,5,Ետևի,2,"15""",,,02.01.2021
BMW,640 ,16800000,2013,40500  կմ ,640i M paket,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,02.01.2021
BMW,X5 ,3840000,2005,219000  կմ ,4.8is,Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,4.8,360,8,Լիաքարշակ,5,"20""",,,02.01.2021
Mercedes-Benz,C 300 ,7200000,2013,84000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,Բեժ ,3.5,252,6,Լիաքարշակ,4,"17""",,,02.01.2021
Nissan,Teana ,2160000,2006,89400  կմ ,,Սեդան,Ավտոմատ,Փոխված աջից ձախ,Բենզին,Սև,,2.3,,,Առջևի,,,,,02.01.2021
Mercedes-Benz,S 550 ,7680000,2008,80000  կմ ,s550,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,01.01.2021
Ford,Escape ,4224000,2012,132000  կմ ,"FULL 4x4, նոր բերված",Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.0,240,6,Լիաքարշակ,5,,,,01.01.2021
Mercedes-Benz,ML 320 ,2784000,2002,165000  մղոն ,"Restyling, FULL, հեղուկ գազով",Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Սև,3.2,218,6,Լիաքարշակ,5,"17""",,,01.01.2021
Mercedes-Benz,SLK 230 ,2688000,2000,188000  կմ ,,Կաբրիոլետ / Ռոդսթեր,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,Սև,2.3,150,4,Ետևի,2,"17""",,,01.01.2021
Hyundai,Tucson ,5040000,2010,225000  կմ ,,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սև,Սև,2.4,171,4,Առջևի,5,"17""",,,01.01.2021
BMW,X5 ,2399520,2001,270000  կմ ,E53 4.4,Ամենագնաց,Ավտոմատ,Ձախ,Գազ,Սպիտակ,Բեժ ,4.4,283,8,,4,,,,01.01.2021
Opel,Vectra ,2544000,2007,130000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,01.01.2021
Opel,Astra ,1152000,1999,320000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Գազ,Կապույտ,,1.6,,,Առջևի,4,,,,01.01.2021
Mercedes-Benz,E 350 ,7920000,2010,140000  մղոն ,Restyling E63 havaqac,Սեդան,Ավտոմատ,Ձախ,Բենզին,Մոխրագույն,Սև,3.5,272,6,Ետևի,4,"18""",,,01.01.2021
BMW,740 ,7632000,2011,160000  կմ ,740i,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Սև,3.0,324,6,Ետևի,4,"19""",,,01.01.2021
Toyota,Camry ,4176000,2014,134000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կապույտ,,,,,,,,,,01.01.2021
Ford,Transit ,1440000,2022,100000  կմ ,,Ունիվերսալ,Մեխանիկական,Ձախ,Դիզել,Կանաչ,,,,,,,,,,01.01.2021
Mercedes-Benz,E 200 ,1608000,1999,460000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Արծաթագույն,,,,,,,,,,01.01.2021
Mercedes-Benz,E 320 ,2160000,1999,320000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Գազ,Սև,,,,,,,,,,01.01.2021
GAZ,52 ,960000,1979,40000  կմ ,,,Մեխանիկական,Ձախ,Գազ,Կապույտ,,1.2,55/75,,,,,,3000,01.01.2021
BMW,X5 ,7680000,2011,95000  կմ ,"Restyle, 3.5 Turbo Xdrive",Ամենագնաց,Ավտոմատ,Ձախ,Բենզին,Սև,,,,,,,,,,01.01.2021
BMW,530 ,2256000,2005,250000  կմ ,bmw 530 xd,Ունիվերսալ,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,01.01.2021
Opel,Astra ,1920000,2002,160000  կմ ,,Սեդան,Մեխանիկական,Ձախ,Գազ,Այլ գույն,,,,,,,,,,01.01.2021
Mercedes-Benz,E 420 ,1920000,1997,174000  կմ ,Avantgarde,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սև,Մոխրագույն,4.2,279,8,Ետևի,4,"16""",,,01.01.2021
Mercedes-Benz,C 180 ,1536000,1999,123466  կմ ,C 230 prastoy mator,Սեդան,Ավտոմատ,Ձախ,Բենզին,Կանաչ,,,,,,,,,,01.01.2021
Mercedes-Benz,S 550 ,8880000,2010,89000  կմ ,,Սեդան,Ավտոմատ,Ձախ,Բենզին,Սպիտակ,,,,,,,,,,01.01.2021
Subaru,Legacy ,Պայ,2009,181  կմ ,none,Սեդան,Ավտոմատ,Ձախ,Բենզին,Արծաթագույն,,,,,,,,,,01.01.2021
